ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
344410071,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jared Evans,4/25/21,2021,4,25,1425,United States,US-NC-019,North Carolina,Brunswick,St James and Harbormaster,33.9339649,-78.1336418,,Call,Unspecified,,,,,iPhone 12,iPhone 12,RØDE Rec,,S89440748,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
342775801,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,5/27/21,2021,5,27,636,United States,US-NC-135,North Carolina,Orange,Efland SE--Mystic Lane (private),36.0037456,-79.1824412,Adult – 1,Call,Not Used,,,,,Tascam DR-100MkIII,Sennheiser ME67/K6,,,S89069580,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
342274991,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Megan Carlton,4/23/21,2021,4,23,955,United States,US-NC-151,North Carolina,Randolph,"2617 Leo Lane, Asheboro US-NC (35.7739,-79.8021)",35.773894,-79.802088,,,Unspecified,FALSE,FALSE,,,,,,,S86153077,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
342274961,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Megan Carlton,4/23/21,2021,4,23,955,United States,US-NC-151,North Carolina,Randolph,"2617 Leo Lane, Asheboro US-NC (35.7739,-79.8021)",35.773894,-79.802088,,,Unspecified,FALSE,FALSE,,,,,,,S86153077,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
342262141,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Megan Carlton,5/20/21,2021,5,20,939,United States,US-NC-151,North Carolina,Randolph,"2617 Leo Ln, Asheboro US-NC 35.77412, -79.80212",35.774118,-79.802123,,,Unspecified,FALSE,FALSE,,,,,,,S88587359,,,,,,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
342045771,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,5/24/21,2021,5,24,731,United States,US-NC-135,North Carolina,Orange,Brumley Nature Preserve--North,36.03391,-79.041909,Adult – 1,Call,Not Used,,,,,Tascam DR-100MkIII,Sennheiser ME67/K6,,,S88892002,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
341482581,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jay Wherley,5/23/21,2021,5,23,846,United States,US-NC-021,North Carolina,Buncombe,Biltmore Estate--The Lagoon,35.5402234,-82.5613117,,,Unspecified,FALSE,FALSE,,,,,,,S88810557,,,,,,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
340860261,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Marbry Hopkins,5/20/21,2021,5,20,846,United States,US-NC-067,North Carolina,Forsyth,Salem Lake--Linville Rd.,36.1060299,-80.1597691,,,Unspecified,FALSE,FALSE,,,,,,,S88591845,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
340827581,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,stephen pattee,5/21/21,2021,5,21,527,United States,US-NC-031,North Carolina,Carteret,"FSR 3017 off Bogue Loop Rd, Newport, North Carolina, US (34.716, -77.021)",34.7164793,-77.0210371,,,Unspecified,FALSE,FALSE,,,,,,,S88666094,,,,,,Myiarchus crinitus,grcfly,Species,17334,,5,2,,,
340209621,Audio,Great Crested Flycatcher,Myiarchus crinitus,Corvus ossifragus -- Fish Crow; Bombycilla cedrorum -- Cedar Waxwing,,Martin Wall,5/19/21,2021,5,19,645,United States,US-NC-157,North Carolina,Rockingham,Carolina Marina Boat Ramp,36.30387,-80.014005,,,Not Used,,,,,iPhone SE,,,,S88529044,,,,"Pair foraging and cavorting along wood's edge, maybe both birds vocalizing.",,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
339555741,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Steve Myers,5/17/21,2021,5,17,851,United States,US-NC-073,North Carolina,Gates,Merchants Millpond SP--Cypress Point & Coleman Trail,36.4313567,-76.6975482,,,Unspecified,FALSE,FALSE,,,,,,,S88400209,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
338691031,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Joe and Liz Dunkleman,5/8/21,2021,5,8,555,United States,US-NC-045,North Carolina,Cleveland,Boiling Springs Backyard,35.2491947,-81.6778939,,,Unspecified,FALSE,FALSE,,,,,,,S87396844,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
334688101,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,stephen pattee,5/6/21,2021,5,6,1110,United States,US-NC-049,North Carolina,Craven,"FSR 147 Havelock, North Carolina, US (34.86, -76.804)",34.8602812,-76.8044823,,,Unspecified,FALSE,FALSE,,,,,,,S87277286,,,,,,Myiarchus crinitus,grcfly,Species,17334,,5,2,,,
333821801,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,5/4/21,2021,5,4,722,United States,US-NC-135,North Carolina,Orange,Brumley Nature Preserve--North,36.03391,-79.041909,Adult – 1,Call; Song,Not Used,,,,,Tascam DR-100MkIII,Sennheiser ME67/K6,,,S87091850,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
332875881,Audio,Great Crested Flycatcher,Myiarchus crinitus,Icteria virens -- Yellow-breasted Chat; Cardinalis cardinalis -- Northern Cardinal; Spizella pusilla -- Field Sparrow; Sayornis phoebe -- Eastern Phoebe,,Jay Wherley,5/2/21,2021,5,2,806,United States,US-NC-021,North Carolina,Buncombe,Sandy Mush Game Land--Norco Tract,35.7294789,-82.696305,,,Unspecified,FALSE,FALSE,,,,,,,S86911901,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
331925121,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jeremy Wrenn,4/28/21,2021,4,28,1924,United States,US-NC-183,North Carolina,Wake,E. Carroll Joyner Park,35.9980769,-78.5147595,,,Unspecified,FALSE,FALSE,,,,,,,S86612049,,,,,,Myiarchus crinitus,grcfly,Species,17334,,5,2,,,
331708541,Audio,Great Crested Flycatcher,Myiarchus crinitus,Contopus virens -- Eastern Wood-Pewee,,Kent Fiala,4/29/21,2021,4,29,621,United States,US-NC-135,North Carolina,Orange,Parker Preserve,35.880836,-79.035242,,Call; Song,Not Used,,,,,Tascam DR-100MkIII,Sennheiser ME 67/K6,,,S86644318,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
331428071,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,4/24/21,2021,4,24,612,United States,US-NC-019,North Carolina,Brunswick,Green Swamp Preserve,34.0890613,-78.2933807,Adult – 1,Call,Not Used,,,,,"Nikon CoolPix S7000, Mov to WAV by convertio.co",,,,S86216099,,,,Repeated chip notes,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
329630811,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Thomas Sanders,4/24/21,2021,4,24,757,United States,US-NC-119,North Carolina,Mecklenburg,Briar Creek Greenway,35.219612,-80.795375,,,Unspecified,FALSE,FALSE,,,,,,,S86222239,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
328815571,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,4/20/21,2021,4,20,947,United States,US-NC-183,North Carolina,Wake,"NCBA Umstead SP,  Sals Branch Central Trail (35.881, -78.766)",35.8810322,-78.7656344,Adult – 1,Song,Not Used,,,,,Nikon CoolPix S7000 MOV to WAV with convertio.co,,,,S85960038,,,,Chatter without the agitated sounds that are so often heard by GCFL,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
326606821,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Greg Hudson,4/15/21,2021,4,15,1000,United States,US-NC-139,North Carolina,Pasquotank,Fun Junktion Park,36.239467,-76.268092,,,Unspecified,FALSE,FALSE,,,,,,,S85600793,,,,"""Wheep"" call with two ""burry"" notes at the end.",,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
326111391,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Trevor Sleight,4/13/21,2021,4,13,713,United States,US-NC-041,North Carolina,Chowan,Bennett Mill Pond,36.1400235,-76.6650009,,,Not Used,,,,,Iphone 12 Pro,RODE Videomic Me,,,S85460595,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
284298991,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martina Nordstrand,8/29/20,2020,8,29,1107,United States,US-NC-055,North Carolina,Dare,Alligator River NWR--Sawyer Lake Rd.,35.8475958,-75.8712387,,Call,Unspecified,,,,,,,,,S72943920,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
270642721,Audio,Great Crested Flycatcher,Myiarchus crinitus,Poecile carolinensis -- Carolina Chickadee,,Martin Wall,9/5/20,2020,9,5,701,United States,US-NC-157,North Carolina,Rockingham,Mayo River SP--Tyne Rd. Tract,36.5067195,-80.0016891,Unknown – 1,Call,Unspecified,,,,,iPhone SE,,,,S73209007,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
262640931,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Stephen Schoon,9/12/20,2020,9,12,1406,United States,US-NC-025,North Carolina,Cabarrus,Buffalo Creek Preserve,35.3787173,-80.4361331,,,Unspecified,FALSE,FALSE,,,,,,,S73534976,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
260022911,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,8/30/20,2020,8,30,621,United States,US-NC-157,North Carolina,Rockingham,Dan River Game Land--Riverside Circle,36.449966,-79.806103,,Call,Not Used,,,,,iPhone SE,,,,S73106964,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
255721201,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Valinor Mullins,8/15/20,2020,8,15,913,United States,US-NC-081,North Carolina,Guilford,1600 oak st,36.0554862,-79.817007,,,Unspecified,FALSE,FALSE,,,,,,,S72425890,,,,,,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
255378361,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Steven Howell,8/11/20,2020,8,11,836,United States,US-NC-031,North Carolina,Carteret,"2728 Myrtle St, Morehead City US-NC 34.72951, -76.73956",34.729514,-76.739556,,,Unspecified,FALSE,FALSE,,,,,,,S72310628,,,,,,Myiarchus crinitus,grcfly,Species,17334,,0,0,,,
254205071,Audio,Great Crested Flycatcher,Myiarchus crinitus,Corvus ossifragus -- Fish Crow,,Rob Bierregaard,4/18/09,2009,4,18,600,United States,US-NC-129,North Carolina,New Hanover,Carolina Beach State Park,34.0499847,-77.9176247,Adult – 1,Call,Not Used,,,,,Tascam HD-P2,Sennheiser ME66,,,S72200221,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
254127501,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Rob Bierregaard,4/18/09,2009,4,18,600,United States,US-NC-129,North Carolina,New Hanover,Carolina Beach State Park,34.0499847,-77.9176247,Adult – 2,Call,Used,,,,,Tascam HD-P2,Sennheiser ME66,,,S72200221,,,,All agitated response to playback of own song,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
252037651,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Arch  McCallum,5/2/09,2009,5,2,515,United States,US-NC-047,North Carolina,Columbus,Lumber River SP,34.418428,-78.9710999,Adult – 2,Dawn Song,Not Used,,,,,Sony TCD5 Pro II,Sennheiser ME62/K6,Telinga 22 in parabola,,S55988000,,,,"This cut has a call-type not presented in Pieplow, but it appears homologous with Brown-crested dawnsong","From dock. Two birds dawnsinging, one across the river. Unusual song-types here are similar structurally to elements of dawnsong of Brown-crested, although clearly different.",Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
248279511,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Fleeta Chauvigne,7/8/20,2020,7,8,952,United States,US-NC-135,North Carolina,Orange,Occoneechee Mt. State Natural Area,36.0634972,-79.1147804,,,Unspecified,FALSE,FALSE,,,,,,,S71261744,,,,,One juvenile,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
247418551,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,7/4/20,2020,7,4,649,United States,US-NC-031,North Carolina,Carteret,Fort Macon SP,34.7032354,-76.6983032,,,Not Used,,,,,iPhone 5s,,,,S71115599,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
240810801,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Paul Beerman,6/3/20,2020,6,3,751,United States,US-NC-067,North Carolina,Forsyth,Tanglewood Park,36.016407,-80.4116821,,,Unspecified,FALSE,FALSE,,,,,,,S70006559,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
238451971,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jay Wherley,5/24/20,2020,5,24,1028,United States,US-NC-199,North Carolina,Yancey,"Pisgah National Forest, Green Mountain US-NC 36.04998, -82.36787",36.049981,-82.367866,,,Unspecified,FALSE,FALSE,,,,,,,S69588415,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
236711621,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,5/18/20,2020,5,18,1502,United States,US-NC-135,North Carolina,Orange,Borland Road (Home),36.0044975,-79.1378184,Adult – 1,Song,Not Used,,,,,Samsung Galaxy S9+,,,,S69278922,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
236138591,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,5/14/20,2020,5,14,905,United States,US-NC-183,North Carolina,Wake,Crabtree Creek Wetland--West of Raleigh Blvd.,35.8068028,-78.6070436,,,Unspecified,FALSE,FALSE,,,,,,,S69027399,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
234954281,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,stephen pattee,5/15/20,2020,5,15,653,United States,US-NC-061,North Carolina,Duplin,"Angola Game Land, Wallace, North Carolina, US (34.76, -77.833)",34.7595759,-77.8332572,,,Unspecified,FALSE,FALSE,,,,,,,S69096351,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
232015971,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,stephen pattee,5/8/20,2020,5,8,522,United States,US-NC-141,North Carolina,Pender,"Holly Shelter Game Land--Lodge Rd, WMA",34.5285507,-77.7418327,,,Unspecified,FALSE,FALSE,,,,,,,S68613590,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
231574461,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Steven Howell,5/7/20,2020,5,7,612,United States,US-NC-031,North Carolina,Carteret,"Croatan National Forest, Newport US-NC 34.76725, -76.86742",34.767251,-76.867423,,,Unspecified,FALSE,FALSE,,,,,,,S68534153,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
231413271,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Caleb Bronsink,5/6/20,2020,5,6,1729,United States,US-NC-147,North Carolina,Pitt,Back yard (private),35.3870995,-77.2898,,,Unspecified,FALSE,FALSE,,,,,,,S68515640,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.67,3,,,
230038171,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Miles Buddy,5/2/20,2020,5,2,704,United States,US-NC-021,North Carolina,Buncombe,Sandy Mush Game Land--Bear Creek Access,35.7277016,-82.7044773,,,Unspecified,FALSE,FALSE,,,,,,,S68235196,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
230021691,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Paula Caycedo,5/3/20,2020,5,3,815,United States,US-NC-173,North Carolina,Swain,"35°23'07.4""N 83°34'45.4""W",35.3855233,-83.5792084,,Call,Not Used,,,,,Marantz PMD 661,Senheizer MKH20,Parabola Telinga Pro,,S68303467,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
229637501,Audio,Great Crested Flycatcher,Myiarchus crinitus,Setophaga citrina -- Hooded Warbler,,Seth Buddy,5/2/20,2020,5,2,704,United States,US-NC-021,North Carolina,Buncombe,Sandy Mush Game Land--Bear Creek Access,35.7277016,-82.7044773,Adult Male – 1,,Not Used,,,,,Tascam-100MKIII,Wildtronics Pro Mono,"Wildtronics 22"" parabola; windscreen",,S68235194,,,,GCFL was approx 10 meters off the trail in young mixed hardwood forest.,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
229612141,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,stephen pattee,5/2/20,2020,5,2,801,United States,US-NC-141,North Carolina,Pender,"Driftwood Dr., Hampstead, NC",34.4341658,-77.5640631,,,Unspecified,FALSE,FALSE,,,,,,,S68239523,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.67,3,,,
228972761,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,David Disher,4/30/20,2020,4,30,1024,United States,US-NC-067,North Carolina,Forsyth,Miller Park,36.0862513,-80.2836013,,Call,Not Used,,,,,Samsung S7 Cell Phone,None,None,,S68101760,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
227918811,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Guy McGrane,4/26/20,2020,4,26,1200,United States,US-NC-193,North Carolina,Wilkes,Yadkin River Greenway--Mulberry Fields,36.1527028,-81.1509204,,,Unspecified,FALSE,FALSE,,,,,,,S67866582,,,,,"heard only, near parking lot in wilkesboro",Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
227806451,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Aaron Edmonds,4/20/20,2020,4,20,1500,United States,US-NC-085,North Carolina,Harnett,River Field,35.3338183,-78.9342787,,,Unspecified,FALSE,FALSE,,,,,,,S67559056,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,3,,,
227221051,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Al Hooks,4/25/20,2020,4,25,1414,United States,US-NC-055,North Carolina,Dare,Kitty Hawk Woods Coastal Reserve--Ridge Rd. Access,36.0757622,-75.7353374,,,Unspecified,FALSE,FALSE,,,,,,,S67800573,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
225877481,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Chip Davis,4/21/20,2020,4,21,642,United States,US-NC-125,North Carolina,Moore,Weymouth Woods Sandhills Nature Preserve,35.1471875,-79.3689895,,,Unspecified,FALSE,FALSE,,,,,,,S67589845,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
225465211,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Joe Donahue,4/19/20,2020,4,19,724,United States,US-NC-063,North Carolina,Durham,Sandy Creek Park,35.9681599,-78.9675164,,,Unspecified,FALSE,FALSE,,,,,,,S67464483,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
224454111,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,stephen pattee,4/17/20,2020,4,17,453,United States,US-NC-141,North Carolina,Pender,Holly Shelter Game Land--Lodge Rd. Central,34.4113,-77.6717091,,,Unspecified,FALSE,FALSE,,,,,,,S67367294,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
221209041,Audio,Great Crested Flycatcher,Myiarchus crinitus,Thryothorus ludovicianus -- Carolina Wren; Corvus ossifragus -- Fish Crow; Zenaida macroura -- Mourning Dove; Agelaius phoeniceus -- Red-winged Blackbird,,Don Bemont,4/6/20,2020,4,6,730,United States,US-NC-055,North Carolina,Dare,Kitty Hawk Woods Coastal Reserve,36.0870775,-75.73409,Adult – 1,Call,Not Used,,,,,Roland R26,Audio-Technica AT8015,,,S66710668,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
219973881,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Will Taber,4/1/20,2020,4,1,1520,United States,US-NC-141,North Carolina,Pender,Poplar Grove Plantation,34.3207198,-77.7654791,,,Unspecified,FALSE,FALSE,,,,,,,S66518071,,,,,"Heard distinct weep call loud and clear, never visually confirmed. Will attach recording ASAP.",Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
175424981,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Christine Stoughton Root,9/1/19,2019,9,1,614,United States,US-NC-049,North Carolina,Craven,Croatan NF--National Forest Rd from Perrytown Rd to County Line Rd,35.0460895,-77.0675468,,,Unspecified,FALSE,FALSE,,,,,,,S59422222,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
170959241,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,5/18/19,2019,5,18,637,United States,US-NC-031,North Carolina,Carteret,Coastal Community Market (Historic),34.717871,-76.661491,Adult,Call,Not Used,,,,,iPhone 5s,,,,S56441070,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
168452771,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,7/16/19,2019,7,16,1012,United States,US-NC-135,North Carolina,Orange,Borland Road (Home),36.0044975,-79.1378184,Unknown,Call,Not Used,,,,,Samsung Galaxy S9+,,,,S58224367,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
167560511,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,7/9/19,2019,7,9,956,United States,US-NC-135,North Carolina,Orange,Borland Road (Home),36.0044975,-79.1378184,Adult,Call,Not Used,,,,,Samsung Galaxy S9+,,,,S58049937,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
166003421,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,6/27/19,2019,6,27,742,United States,US-NC-135,North Carolina,Orange,Borland Road (Home),36.0044975,-79.1378184,Adult,Call,Not Used,,,,,Samsung Galaxy S9+,,,,S57728793,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
164257921,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,6/15/19,2019,6,15,638,United States,US-NC-157,North Carolina,Rockingham,Mebane Bridge Rd.,36.4731334,-79.7453356,Unknown,Call,Not Used,,,,,iPhone 5s,,,,S57388960,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
161186241,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Steve Semanchuk,5/27/19,2019,5,27,950,United States,US-NC-021,North Carolina,Buncombe,40 Flack Valley Road,35.7096008,-82.6052141,Adult,Song,Not Used,,,,,iPhone 6s,,,,S56792373,,,,Second flycatcher can be heard in the background.  Nest box for this species erected this year as the GCFL has been regular here the past several breeding seasons.,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
158916821,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,5/16/19,2019,5,16,855,United States,US-NC-031,North Carolina,Carteret,"3400–3566 Cedar Island Rd, Cedar Island US-NC (35.0163,-76.3167)",35.016307,-76.316665,Adult,Call,Not Used,,,,,iPhone 5s,,,,S56347762,,,,two birds interacting; don't know if it was mating behavior or territorial bickering,,Myiarchus crinitus,grcfly,Species,17334,,3.33,3,,,
158056771,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Thomas Sanders,5/12/19,2019,5,12,1123,United States,US-NC-119,North Carolina,Mecklenburg,Latta Park,35.2082139,-80.8476162,Adult,Song,Not Used,,,,,iPhone 7,,,,S56185312,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
155654901,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,5/3/19,2019,5,3,708,United States,US-NC-157,North Carolina,Rockingham,Idol Park,36.3796702,-79.9794844,Adult,Call,Not Used,,,,,Zoom H1,,,,S55709393,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
155501431,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Ken Kneidel,4/29/19,2019,4,29,727,United States,US-NC-119,North Carolina,Mecklenburg,Briar Creek Greenway/Eastover Park,35.1986695,-80.8124792,,Song,Unspecified,,,,,,,,,S55549065,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
154701231,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,4/27/19,2019,4,27,625,United States,US-NC-019,North Carolina,Brunswick,Green Swamp Preserve,34.0890613,-78.2933807,,Call; Song,Not Used,,,,,Nikon CoolPix S7000 - MOV to WAV using www.convertio.co,,,,S55457623,,,,Recorded at 6:59 AM EDT,"Very noisy birds, with four calling back and forth and interacting",Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
154701211,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,4/27/19,2019,4,27,625,United States,US-NC-019,North Carolina,Brunswick,Green Swamp Preserve,34.0890613,-78.2933807,,Call; Song,Not Used,,,,,Nikon CoolPix S7000 - MOV to WAV using www.convertio.co,,,,S55457623,,,,"Recorded at 7:05 AM EDT. These two GCFL are countersinging with one starting just a split-second before the other one - sounds like an aggressive challenge, rather than bonding.","Very noisy birds, with four calling back and forth and interacting",Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
116155721,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Shelley Rutkin,9/24/18,2018,9,24,1820,United States,US-NC-067,North Carolina,Forsyth,Mallard Lakes,36.189292,-80.3225522,,,Not Used,,,,,iPhone 6 Plus,None,None,,S48725653,,,,Recorded with Song Sleuth and edited with Audacity,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
112635211,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Christine Stoughton Root,8/28/18,2018,8,28,631,United States,US-NC-137,North Carolina,Pamlico,Schooner Landing Merritt NC,35.1344813,-76.6956532,Adult Male,Call,Not Used,,,,,H4nProZoom,na,na,,S48124895,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
108108881,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Robert Bochenek,7/7/18,2018,7,7,945,United States,US-NC-177,North Carolina,Tyrrell,Palmetto Peartree Preserve,35.9827292,-76.1201477,Adult,Call; Song,Not Used,,,,,Olympus WS-822,Audio-Technica ATR 6550 Shotgun,,,S47048385,,,,,,Myiarchus crinitus,grcfly,Species,17334,,1.5,2,,,
102476921,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jonathan Lugo,5/28/18,2018,5,28,1158,United States,US-NC-053,North Carolina,Currituck,Endless Sunset Beach House,36.288287,-75.804816,,,Not Used,,,,,Zoom H2,Rhode VideoMic,,,S46102866,,,,,Recording later.,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
101076811,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Aaron Steed,5/7/18,2018,5,7,1025,United States,US-NC-021,North Carolina,Buncombe,Lake Powhatan,35.4824091,-82.6256418,Adult,Call,Not Used,,,,,,,,,S45420772,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,2,,,
