ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
166287401,Audio,Eastern Phoebe,Sayornis phoebe,,,Paula Caycedo,6/22/19,2019,6,22,640,United States,US-NC-173,North Carolina,Swain,"226 Fontana Loop North, Bryson City, North Carolina, US (35.394, -83.565)",35.3938848,-83.5648602,,Song,Not Used,,,,,Marantz PMD661,Senheisser MKH20,Parabola Telinga Pro,,S57795902,,,,,,Sayornis phoebe,easpho,Species,17007,,4.33,3,,,
164770991,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,6/16/19,2019,6,16,639,United States,US-NC-157,North Carolina,Rockingham,Farris Memorial Park,36.4320214,-79.9926889,,Call; Song,Not Used,,,,,iPhone 5s,,,,S57418630,,,,,,Sayornis phoebe,easpho,Species,17007,,4,3,,,
150243871,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,4/10/19,2019,4,10,626,United States,US-NC-157,North Carolina,Rockingham,Mayo River SP--Deshazo Rd. Tract,36.5404651,-79.9825926,Adult,Call,Not Used,,,,,Zoom H1,,,,S54777192,,,,,,Sayornis phoebe,easpho,Species,17007,,3,3,,,
149888641,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,3/11/19,2019,3,11,707,United States,US-NC-157,North Carolina,Rockingham,Rockingham - Local Rd & Victory Hill Rd,36.4954235,-80.0250149,,Song,Not Used,,,,,Zoom H1,,,,S53701206,,,,,,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
146824421,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,3/23/19,2019,3,23,650,United States,US-NC-157,North Carolina,Rockingham,Rockingham - Local Rd & Victory Hill Rd,36.4954235,-80.0250149,Adult,Song,Not Used,,,,,Zoom H1,,,,S54127921,,,,"Also heard: Carolina Wren, Brown Thrasher, Eastern Towhee",,Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
145316711,Audio,Eastern Phoebe,Sayornis phoebe,,,Guy McGrane,3/14/19,2019,3,14,0,United States,US-NC-193,North Carolina,Wilkes,Doc Pruitt Homeplace,36.3154709,-81.2400341,,,Unspecified,FALSE,FALSE,,,,,,,S53809152,,,,,,Sayornis phoebe,easpho,Species,17007,,4.25,4,,,
145316691,Audio,Eastern Phoebe,Sayornis phoebe,,,Guy McGrane,3/14/19,2019,3,14,0,United States,US-NC-193,North Carolina,Wilkes,Doc Pruitt Homeplace,36.3154709,-81.2400341,,,Unspecified,FALSE,FALSE,,,,,,,S53809152,,,,,,Sayornis phoebe,easpho,Species,17007,,3,3,,,
139257341,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,1/23/19,2019,1,23,726,United States,US-NC-157,North Carolina,Rockingham,Mebane Bridge Rd.,36.4731334,-79.7453356,Adult,Call,Not Used,,,,,iPhone 5s,,,,S51959801,,,,,,Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
127082111,Audio,Eastern Phoebe,Sayornis phoebe,,,LynnErla Beegle,12/3/18,2018,12,3,700,United States,US-NC-183,North Carolina,Wake,Lake Lynn,35.8820127,-78.7001324,Adult,Song,Not Used,,,,,Nikon CoolPix S7000 - MOV file converted to WAV by convertio.co,,,,S50388167,,,,"Flew across lake after Beegle played a recording of EAPH, landed at the top of a tall hardwood and began singing and calling. Recorded at 07:22 EST",,Sayornis phoebe,easpho,Species,17007,,4.25,4,,,
119379811,Audio,Eastern Phoebe,Sayornis phoebe,,,Christine Stoughton Root,10/17/18,2018,10,17,1523,United States,US-NC-055,North Carolina,Dare,Nags Head Woods Ecological Preserve,35.9894485,-75.6655669,Adult,Song,Unspecified,,,,,,,,,S49261413,,,,,,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
117290421,Audio,Eastern Phoebe,Sayornis phoebe,,,LynnErla Beegle,10/3/18,2018,10,3,650,United States,US-NC-183,North Carolina,Wake,Lake Lynn,35.8820127,-78.7001324,,Song,Not Used,,,,,"Nikon CoolPix S7000, MOV converted to WAV by Convertio web site",,,,S48907037,,,,"Background sounds include insects, CHSW flock, CAGO flock. Recorded 7:15 AM EDT",,Sayornis phoebe,easpho,Species,17007,,4,3,,,
116890661,Audio,Eastern Phoebe,Sayornis phoebe,,,LynnErla Beegle,9/19/18,2018,9,19,1630,United States,US-NC-183,North Carolina,Wake,William B. Umstead SP--Big Lake,35.8737579,-78.7671995,,Call,Not Used,,,,,Nikon CoolPix S7000 - MOV file converted to WAV by zamzar,,,,S48617827,,,,,,Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
94418791,Audio,Eastern Phoebe,Sayornis phoebe,,,Seth Buddy,4/14/18,2018,4,14,629,United States,US-NC-089,North Carolina,Henderson,Trace Ridge,35.407046,-82.643729,Adult Male,Song,Not Used,,,,,Roland r-05,Sennheiser ME-66,,,S44555618,,,,"Location: 35.420425, -82.656715 Trace Ridge Trailhead parking lot. 7:21am.  Bird was on a bare branch of a small deciduous sapling amongst young White Pine.  Occasional feeding flights made during recording, but returned to sing at the same branch.",,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
92897981,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,4/4/18,2018,4,4,651,United States,US-NC-157,North Carolina,Rockingham,Mayo River SP--Deshazo Rd. Tract,36.5404651,-79.9825926,Adult Male,Song,Not Used,,,,,iPhone 5s,,,,S44243547,,,,a little light rain in the background,,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
77698671,Audio,Eastern Phoebe,Sayornis phoebe,,,Linda Greble 🦜,12/7/17,2017,12,7,814,United States,US-NC-123,North Carolina,Montgomery,Lake Tillery Hydroelectric Plant/Clarks Creek Access (Montgomery Co.),35.2021081,-80.0608513,,,Unspecified,FALSE,FALSE,,,,,,,S40954804,,,,,,Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
76977181,Audio,Eastern Phoebe,Sayornis phoebe,,,Mark R Johnson,11/30/17,2017,11,30,632,United States,US-NC-055,North Carolina,Dare,Alligator River NWR,35.864075,-75.86201,,Call,Not Used,,,,,Canon EOS 7D Mark2 camera,,,,S40830412,,,,,,Sayornis phoebe,easpho,Species,17007,,3.33,3,,,
73037511,Audio,Eastern Phoebe,Sayornis phoebe,,,sheryl mcnair,10/25/17,2017,10,25,1030,United States,US-NC-137,North Carolina,Pamlico,Oriental Water Treatment,35.0458875,-76.6862118,,Call,Not Used,,,,,,,,,S40118850,,,,People talking. Phoebe chipping,,Sayornis phoebe,easpho,Species,17007,,1.33,3,,,
72957281,Audio,Eastern Phoebe,Sayornis phoebe,,,sheryl mcnair,10/23/17,2017,10,23,932,United States,US-NC-137,North Carolina,Pamlico,Bent Tree/Straight/White Farm,35.0534323,-76.6839802,,Song,Not Used,,,,,iphone 5s,,,,S40083837,,,,,,Sayornis phoebe,easpho,Species,17007,,4,3,,,
72092681,Audio,Eastern Phoebe,Sayornis phoebe,,,LynnErla Beegle,10/16/17,2017,10,16,710,United States,US-NC-183,North Carolina,Wake,Lake Lynn,35.8820127,-78.7001324,Adult,Song,Not Used,,,,,Nikon CoolPix S7000 - MOV file converted to mp3,,,,S39955712,,,,"Typical ""Feebee"" call, at a distance, lot of noise",,Sayornis phoebe,easpho,Species,17007,,3,4,,,
69498471,Audio,Eastern Phoebe,Sayornis phoebe,,,LynnErla Beegle,9/17/17,2017,9,17,830,United States,US-NC-183,North Carolina,Wake,Baileywick Road Park,35.9067798,-78.6684001,,Song,Not Used,,,,,Nikon CoolPix S7000 - MOV file converted to mp3,,,,S39226903,,,,"Same EAPH as ML69498431. Closer recording,  but more interference from human noises",,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
69498431,Audio,Eastern Phoebe,Sayornis phoebe,,,LynnErla Beegle,9/17/17,2017,9,17,830,United States,US-NC-183,North Carolina,Wake,Baileywick Road Park,35.9067798,-78.6684001,,Song,Not Used,,,,,Nikon CoolPix S7000 - MOV file converted to mp3,,,,S39226903,,,,"Same EAPH as ML69498471. Not as close as other recording, but this one has less background noise",,Sayornis phoebe,easpho,Species,17007,,3,3,,,
58734571,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,4/9/17,2017,4,9,556,United States,US-NC-157,North Carolina,Rockingham,Mayo River SP--Deshazo Rd. Tract,36.5404651,-79.9825926,Adult Male,Song,Not Used,,,,,iPhone 5s,,,,S35808436,,,,,,Sayornis phoebe,easpho,Species,17007,,4.33,3,,,
58158551,Audio,Eastern Phoebe,Sayornis phoebe,,,Kirk Gardner,5/15/17,2017,5,15,942,United States,US-NC-087,North Carolina,Haywood,Max Patch Rd.,35.7025615,-82.9301476,Adult,Song,Not Used,,,,,LG V10 CELL PHONE,,,,S36875567,,,,,,Sayornis phoebe,easpho,Species,17007,,1.75,4,,,
52901601,Audio,Eastern Phoebe,Sayornis phoebe,,,Aaron Steed,3/30/17,2017,3,30,822,United States,US-NC-021,North Carolina,Buncombe,Pisgah NF--Bent Creek,35.4998102,-82.6391602,Adult,Call,Not Used,,,,,iPhone 5 SE,,,,S35534302,,,,,,Sayornis phoebe,easpho,Species,17007,,3,4,,,
51573641,Audio,Eastern Phoebe,Sayornis phoebe,,,Mike Stewart 🦅,3/18/17,2017,3,18,1340,United States,US-NC-051,North Carolina,Cumberland,Carvers Creek SP--Long Valley Farm,35.2064291,-78.9777153,,,Unspecified,FALSE,FALSE,,,,,,,S35262623,,,,,,Sayornis phoebe,easpho,Species,17007,,2.67,3,,,
50063031,Audio,Eastern Phoebe,Sayornis phoebe,,,Steve Semanchuk,3/1/17,2017,3,1,733,United States,US-NC-021,North Carolina,Buncombe,40 Flack Valley Road,35.7096008,-82.6052141,Adult,Song,Not Used,,,,,iPhone 6,,,,S34892746,,,,,,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
25889701,Audio,Eastern Phoebe,Sayornis phoebe,,,Martin Wall,3/19/16,2016,3,19,606,United States,US-NC-157,North Carolina,Rockingham,Mayo River SP--Deshazo Rd. Tract,36.5404651,-79.9825926,Adult,,Not Used,,,,,iPhone 5s,Azden SMX-10,Rode Rec App & Raven Lite Software,,S28420426,,,,,,Sayornis phoebe,easpho,Species,17007,,3.67,3,,,
